library,input,uniquely_mapped,multiple_loci,too_many_loci,percent_unmapped_too_many_mismatches,percent_unmapped_too_short
N335Barcode_729-516,1389305,933694,203981,3923,0.73%,16.99%
N335Barcode_701-506,1284420,1014649,213364,2657,0.75%,3.33%
N335Barcode_702-506,978371,771641,167660,1342,0.77%,3.04%
N335Barcode_703-506,1181204,1078452,70768,1948,0.69%,1.82%
N335Barcode_704-506,1040067,832792,159077,3191,0.77%,3.47%
N335Barcode_705-506,1424782,1121910,233894,4724,0.75%,3.57%
N335Barcode_706-506,1254908,997517,190460,5045,0.81%,3.94%
N335Barcode_707-506,1301929,1042874,200833,3008,0.75%,3.37%
N335Barcode_710-506,1165797,895839,219290,2216,0.77%,3.31%
N335Barcode_711-506,1455076,1156507,220865,4132,0.80%,4.18%
N335Barcode_712-506,1586066,1226961,297298,2538,0.72%,2.97%
N335Barcode_714-506,1550724,1231119,252810,2484,0.71%,3.36%
N335Barcode_715-506,1675835,1429069,197011,2810,0.66%,2.03%
N335Barcode_716-506,1608047,1291129,260794,2357,0.71%,2.56%
N335Barcode_718-506,1411095,1131102,223962,2109,0.72%,3.01%
N335Barcode_719-506,1444164,1103529,262115,3651,0.80%,4.27%
N335Barcode_720-506,1492352,1092495,307438,1885,0.75%,5.26%
N335Barcode_721-506,1101192,859028,200059,1611,0.79%,2.84%
N335Barcode_722-506,1237618,938174,248616,5814,0.79%,2.79%
N335Barcode_723-506,1436867,1156563,231358,2045,0.74%,2.47%
N335Barcode_724-506,1313715,1021816,249414,1156,0.72%,2.35%
N335Barcode_726-506,1518081,1191535,257517,5880,0.79%,3.26%
N335Barcode_727-506,1426989,1097463,272093,3490,0.76%,2.96%
N335Barcode_728-506,1195829,944335,208496,3372,0.79%,2.42%
N335Barcode_729-506,1365008,1099893,213936,4290,0.75%,2.60%
N335Barcode_701-517,729792,564099,132261,938,0.87%,3.54%
N335Barcode_702-517,772960,611297,120686,2243,0.83%,4.12%
N335Barcode_703-517,932115,696353,199638,1059,0.84%,2.87%
N335Barcode_704-517,954036,747297,164337,2323,0.81%,3.33%
N335Barcode_705-517,1072054,836360,187463,2616,0.80%,3.27%
N335Barcode_706-517,1141653,913040,185857,1949,0.79%,2.72%
N335Barcode_707-517,1091776,872792,183075,977,0.77%,2.41%
N335Barcode_710-517,953251,754633,161722,2844,0.83%,2.68%
N335Barcode_711-517,977122,775714,168461,1412,0.80%,2.39%
N335Barcode_712-517,1091138,874789,181050,1842,0.79%,2.20%
N335Barcode_714-517,1122639,863216,209038,2449,0.78%,3.43%
N335Barcode_715-517,1066687,677891,168689,2157,0.81%,19.56%
N335Barcode_716-517,1240536,983409,221865,1494,0.73%,1.96%
N335Barcode_718-517,1043802,816278,186802,3029,0.82%,2.66%
N335Barcode_719-517,1147041,868658,231707,3560,0.83%,2.87%
N335Barcode_720-517,1096557,835674,222378,1723,0.81%,2.48%
N335Barcode_721-517,1092872,847338,196312,2187,0.81%,3.44%
N335Barcode_722-517,1123024,872958,215402,664,0.78%,2.19%
N335Barcode_723-517,1006176,796854,175338,1389,0.78%,2.36%
N335Barcode_724-517,1162613,918798,207389,1763,0.77%,2.16%
N335Barcode_726-517,1424926,1291869,111540,1306,0.68%,0.71%
N335Barcode_727-517,1285381,1184095,82294,1158,0.66%,0.68%
N335Barcode_728-517,1287390,1162650,99223,2629,0.69%,1.01%
N335Barcode_729-517,1446325,1329892,95616,1529,0.63%,0.66%
N335Barcode_701-507,1223139,1103463,91816,2870,0.67%,1.29%
N335Barcode_702-507,1103258,993864,85680,2629,0.66%,1.15%
N335Barcode_703-507,1182238,1087299,78660,789,0.67%,0.57%
N335Barcode_704-507,938792,860434,62308,815,0.71%,0.87%
N335Barcode_705-507,1402369,1290862,89978,1147,0.62%,0.78%
N335Barcode_706-507,1099110,1002125,76512,2405,0.71%,0.89%
N335Barcode_707-507,1236286,1141078,76331,835,0.62%,0.82%
N335Barcode_710-507,1223899,1118056,85335,657,0.64%,0.94%
N335Barcode_711-507,1323101,1203649,90555,2873,0.70%,1.22%
N335Barcode_712-507,1391702,1260020,104584,3777,0.67%,0.87%
N335Barcode_714-507,1494292,1347577,118836,3250,0.65%,0.96%
N335Barcode_715-507,1486296,1350815,105877,3322,0.63%,1.05%
N335Barcode_716-507,1483044,1348428,111894,1686,0.67%,0.73%
N335Barcode_718-507,970449,352874,552300,9713,1.13%,4.32%
N335Barcode_719-507,1307314,1189783,93007,845,0.65%,1.10%
N335Barcode_720-507,1281903,1174360,85188,1061,0.62%,0.97%
N335Barcode_721-507,1282474,1167115,97859,449,0.63%,0.66%
N335Barcode_722-507,1283617,1168586,96297,798,0.66%,0.67%
N335Barcode_723-507,1386060,1261459,96606,2098,0.65%,1.15%
N335Barcode_724-507,1351433,1246308,87124,712,0.62%,0.61%
N335Barcode_726-507,1434133,1316601,94641,1555,0.62%,0.83%
N335Barcode_727-507,1422761,1286304,111285,2187,0.65%,0.89%
N335Barcode_728-507,1366078,1229701,111773,1233,0.68%,0.97%
N335Barcode_729-507,1347997,1211645,107433,3909,0.65%,1.08%
N335Barcode_701-518,1143951,1039865,84588,1261,0.67%,0.86%
N335Barcode_702-518,1187945,1088385,79743,1508,0.65%,0.84%
N335Barcode_703-518,1246539,1137084,90579,1032,0.66%,0.73%
N335Barcode_704-518,1399836,1287314,84429,4141,0.67%,0.98%
N335Barcode_705-518,1463049,1347559,92302,2633,0.61%,0.74%
N335Barcode_706-518,1382757,1256199,99628,3548,0.69%,0.91%
N335Barcode_707-518,1324645,1225194,80286,1632,0.62%,0.67%
N335Barcode_710-518,1189544,1084511,80210,1221,0.65%,1.26%
N335Barcode_711-518,1247205,1136844,88802,2161,0.67%,0.79%
N335Barcode_712-518,1366313,1257191,86740,1895,0.66%,0.77%
N335Barcode_714-518,1354302,1228174,93193,4929,0.68%,1.31%
N335Barcode_715-518,1324566,1206056,93669,1250,0.62%,1.11%
N335Barcode_716-518,1318881,1212963,85434,1662,0.65%,0.70%
N335Barcode_718-518,1230161,1127803,85694,441,0.64%,0.65%
N335Barcode_719-518,1136110,835510,275948,1416,0.81%,1.16%
N335Barcode_720-518,1350204,1207173,116388,2317,0.66%,1.08%
N335Barcode_721-518,1207914,1099536,87206,1582,0.69%,0.87%
N335Barcode_722-518,1304783,1170813,107386,3080,0.70%,1.03%
N335Barcode_723-518,1362808,1236766,102337,1965,0.65%,0.90%
N335Barcode_724-518,1359505,1243371,95778,1146,0.61%,0.78%
N335Barcode_726-518,1326794,1204810,97537,2392,0.66%,0.93%
N335Barcode_727-518,951982,858567,79673,946,0.67%,0.64%
N335Barcode_728-518,1217954,1109871,86542,1771,0.64%,0.93%
N335Barcode_729-518,1264228,1162704,77935,1807,0.63%,1.03%
N335Barcode_701-508,977215,839378,103935,609,0.64%,2.75%
N335Barcode_702-508,846871,760686,72220,1389,0.65%,0.78%
N335Barcode_703-508,1019552,913767,88945,760,0.67%,0.84%
N335Barcode_704-508,1114816,994069,88545,4568,0.68%,1.67%
N335Barcode_705-508,1185808,1077264,85641,3691,0.63%,0.91%
N335Barcode_706-508,1005217,914801,69287,2183,0.66%,1.13%
N335Barcode_707-508,1133415,1030737,82110,1811,0.65%,0.92%
N335Barcode_710-508,962083,860190,76547,4070,0.73%,1.38%
N335Barcode_711-508,1166592,1062138,77173,2557,0.65%,1.36%
N335Barcode_712-508,1090811,941510,130964,337,0.67%,0.95%
N335Barcode_714-508,1042274,905396,109932,1668,0.66%,1.71%
N335Barcode_715-508,1086102,987616,83546,1165,0.66%,0.57%
N335Barcode_716-508,1268486,1151971,99906,649,0.66%,0.55%
N335Barcode_718-508,1262037,1155144,89628,1551,0.62%,0.53%
N335Barcode_719-508,1118527,1010013,89650,1465,0.64%,0.86%
N335Barcode_720-508,1094264,981397,93999,1046,0.64%,0.94%
N335Barcode_721-508,1192416,1080719,93377,1403,0.64%,0.74%
N335Barcode_722-508,1208086,1098611,90772,1345,0.65%,0.71%
N335Barcode_723-508,1200547,1094488,90296,877,0.63%,0.57%
N335Barcode_724-508,1207741,1086722,94176,2535,0.63%,1.30%
N335Barcode_726-508,1217997,1099884,94237,1638,0.65%,1.11%
N335Barcode_727-508,1091884,829179,233113,3671,0.78%,1.51%
N335Barcode_728-508,1233480,1127522,81692,2784,0.67%,1.00%
N335Barcode_729-508,1786107,1659334,100215,2048,0.61%,0.69%
N335Barcode_701-520,1206019,1107494,78735,924,0.67%,0.87%
N335Barcode_702-520,1156011,1045082,85913,2547,0.66%,1.20%
N335Barcode_703-520,1372310,1272059,78140,1484,0.66%,0.79%
N335Barcode_704-520,1459290,1352939,83420,2209,0.64%,0.71%
N335Barcode_705-520,1294143,1186134,84629,1704,0.66%,0.95%
N335Barcode_706-520,1355851,1244918,83982,1946,0.72%,1.08%
N335Barcode_707-520,1532490,1404350,101535,3237,0.66%,0.76%
N335Barcode_710-520,1230563,1110600,71290,1004,0.66%,3.03%
N335Barcode_711-520,1379022,1270376,85196,2294,0.71%,0.79%
N335Barcode_712-520,1226546,1122598,83835,1870,0.67%,0.73%
N335Barcode_714-520,1242283,1137693,83147,1332,0.64%,0.92%
N335Barcode_715-520,910564,846005,49486,1119,0.61%,0.86%
N335Barcode_716-520,1238147,1151112,65024,1254,0.63%,0.98%
N335Barcode_718-520,1365431,1250029,81898,3013,0.70%,1.46%
N335Barcode_719-520,1173805,1085098,69305,1269,0.66%,0.85%
N335Barcode_720-520,1200696,1114046,68690,1103,0.64%,0.68%
N335Barcode_721-520,1200298,1101637,77105,1712,0.69%,0.92%
N335Barcode_722-520,1260638,1159521,81474,2005,0.66%,0.68%
N335Barcode_723-520,1364956,1267635,74744,610,0.63%,0.94%
N335Barcode_724-520,1292436,1195723,71837,2002,0.66%,1.06%
N354Barcode_701-502,790463,716963,49566,943,1.59%,1.30%
N354Barcode_702-502,784678,681351,67482,3913,1.61%,2.39%
N354Barcode_703-502,676843,617773,36695,1537,1.61%,1.44%
N354Barcode_704-502,837462,752285,53113,3086,1.57%,1.81%
N354Barcode_705-502,849693,764770,58564,2622,1.48%,1.23%
N354Barcode_706-502,1952541,1748052,156742,2541,1.30%,0.96%
N354Barcode_707-502,1100795,988868,81869,1540,1.52%,1.00%
N354Barcode_710-502,648851,573058,54162,2114,1.56%,1.41%
N354Barcode_711-502,815522,742189,51224,774,1.56%,1.04%
N354Barcode_712-502,825907,758569,44714,1576,1.52%,0.97%
N354Barcode_714-502,753948,670595,63273,983,1.56%,0.95%
N354Barcode_715-502,782226,699755,62580,570,1.52%,0.92%
N354Barcode_716-502,926191,831917,67990,1049,1.49%,1.21%
N354Barcode_718-502,990408,887668,73964,1942,1.50%,1.17%
N354Barcode_719-502,1042083,922085,84382,2269,1.49%,1.65%
N354Barcode_720-502,1047985,955821,63509,2041,1.42%,1.06%
N354Barcode_721-502,1005226,899470,76760,1285,1.52%,1.21%
N354Barcode_722-502,986855,883407,76166,1718,1.52%,1.02%
N354Barcode_723-502,1103184,978146,90707,2485,1.50%,1.35%
N354Barcode_724-502,890647,781593,76629,306,1.44%,2.16%
N354Barcode_726-502,817427,711056,72675,3651,1.60%,1.99%
N354Barcode_727-502,831354,740134,55740,3820,1.60%,2.15%
N354Barcode_728-502,489919,442018,32183,736,1.60%,1.41%
N354Barcode_729-502,551779,494903,36015,1255,1.49%,2.01%
N354Barcode_701-513,736193,661950,51391,1926,1.57%,1.17%
N354Barcode_702-513,562509,501464,45606,863,1.58%,0.95%
N354Barcode_703-513,765763,685072,60745,796,1.56%,0.88%
N354Barcode_704-513,568575,514973,37647,1003,1.58%,1.02%
N354Barcode_705-513,749074,681876,41651,3082,1.55%,1.40%
N354Barcode_706-513,540752,477739,46711,881,1.64%,1.17%
N354Barcode_707-513,609285,547152,45908,703,1.52%,0.99%
N354Barcode_710-513,631151,563693,48321,1539,1.52%,1.19%
N354Barcode_711-513,668698,602804,43900,1744,1.58%,1.39%
N354Barcode_712-513,772446,685583,65173,1344,1.50%,1.10%
N354Barcode_714-513,815920,704513,80955,3022,1.57%,1.75%
N354Barcode_715-513,652336,581152,51346,1015,1.54%,1.31%
N354Barcode_716-513,784453,692906,67688,1674,1.49%,1.29%
N354Barcode_718-513,15655,13867,1164,35,1.44%,2.22%
N354Barcode_719-513,1094061,967327,88114,3260,1.52%,1.66%
N354Barcode_720-513,850253,762320,62822,1125,1.47%,1.33%
N354Barcode_721-513,475581,419625,37540,1004,1.64%,1.96%
N354Barcode_722-513,770602,677113,62698,3351,1.63%,1.85%
N354Barcode_723-513,682381,567974,91751,1717,1.50%,1.49%
N354Barcode_724-513,750617,671652,59049,821,1.44%,1.06%
N357Barcode_701-502,15543,13357,1499,78,1.19%,2.49%
N357Barcode_702-502,1421151,1351817,46867,2536,0.70%,0.63%
N357Barcode_703-502,1698478,1523164,146765,1689,0.82%,0.74%
N357Barcode_704-502,1470195,1342445,98842,5333,0.77%,0.77%
N357Barcode_705-502,2027512,1814724,173639,6344,0.76%,0.82%
N357Barcode_706-502,1686713,1518124,128067,7387,0.85%,1.02%
N357Barcode_707-502,1962471,1798304,137547,1965,0.75%,0.45%
N357Barcode_710-502,897880,812431,70113,1817,0.82%,0.61%
N357Barcode_711-502,1588800,1333153,134179,10022,0.92%,6.03%
N357Barcode_712-502,1939825,1755818,146991,5587,0.76%,0.82%
N357Barcode_714-502,1735924,1561676,141710,3583,0.80%,0.85%
N357Barcode_715-502,2010772,1838345,144834,2898,0.74%,0.45%
N357Barcode_716-502,1818799,1650402,135356,4339,0.80%,0.74%
N357Barcode_718-502,1920959,1739190,150998,4058,0.76%,0.58%
N357Barcode_719-502,1822497,1532454,149848,3498,1.04%,6.43%
N357Barcode_720-502,2020444,1808408,182077,4558,0.74%,0.48%
N357Barcode_721-502,1488929,1343790,123195,1835,0.80%,0.52%
N357Barcode_722-502,1544140,1390720,124936,2317,0.82%,0.85%
N357Barcode_723-502,1917445,1719239,156513,3436,0.82%,1.12%
N357Barcode_724-502,2120099,1927912,158047,3588,0.74%,0.68%
N357Barcode_726-502,1976900,1764811,156972,9598,0.81%,1.44%
N357Barcode_727-502,1906478,1722113,157414,2307,0.75%,0.46%
N357Barcode_728-502,2178463,1887615,247317,9181,0.79%,0.71%
N357Barcode_729-502,2253096,2024540,175077,9965,0.80%,1.01%
N357Barcode_701-513,670496,592008,59644,2969,0.91%,1.36%
N357Barcode_702-513,914647,827427,69633,1398,0.86%,0.85%
N357Barcode_703-513,901704,811147,74816,1367,0.86%,0.72%
N357Barcode_704-513,1365893,1230001,107521,3332,0.80%,0.96%
N357Barcode_705-513,1376119,1254773,98617,2180,0.77%,0.67%
N357Barcode_706-513,1466826,1315281,126962,2960,0.85%,0.59%
N357Barcode_707-513,1535168,1370432,129530,4935,0.81%,1.13%
N357Barcode_710-513,1578814,1420668,125962,3686,0.81%,0.97%
N357Barcode_711-513,1802939,1599102,155141,7877,0.87%,1.35%
N357Barcode_712-513,1759642,1601048,128119,3189,0.75%,0.77%
N357Barcode_714-513,1596314,1402312,160129,8159,0.81%,0.74%
N357Barcode_715-513,1508543,1363229,119161,2773,0.77%,0.73%
N357Barcode_716-513,1753432,1574035,137049,5973,0.78%,1.25%
N357Barcode_718-513,1753234,1570893,154201,2483,0.78%,0.65%
N357Barcode_719-513,1774356,1603621,144086,2838,0.76%,0.52%
N357Barcode_720-513,1816256,1627101,157902,5034,0.76%,0.61%
N357Barcode_721-513,1759498,1565033,150490,7433,0.85%,1.12%
N357Barcode_722-513,1816736,1618881,164841,3481,0.81%,0.77%
N357Barcode_723-513,1719419,1551921,127993,5275,0.82%,1.11%
N357Barcode_724-513,1985702,1783444,167187,3128,0.75%,0.83%
N357Barcode_726-513,1880977,1703231,148809,4300,0.74%,0.52%
N357Barcode_727-513,1021286,908832,85588,3826,0.72%,1.41%
N357Barcode_728-513,41,21,5,0,4.88%,31.71%
N357Barcode_729-513,33,21,4,0,12.12%,12.12%
N357Barcode_701-503,6683,5466,529,23,0.76%,9.11%
N357Barcode_702-503,1345940,1223111,96836,2847,0.80%,0.88%
N357Barcode_703-503,1570607,1424767,114104,3356,0.82%,0.86%
N357Barcode_704-503,1665332,1467938,156415,6090,0.82%,1.23%
N357Barcode_705-503,1666577,1501322,135754,4812,0.74%,0.68%
N357Barcode_706-503,1870971,1684045,148036,5740,0.79%,0.91%
N357Barcode_707-503,416055,377413,30465,1093,0.68%,1.00%
N357Barcode_710-503,656734,586400,59303,882,0.67%,0.82%
N357Barcode_711-503,1510,1069,130,1,1.79%,18.61%
N357Barcode_712-503,1782524,1624997,120164,3737,0.76%,1.07%
N357Barcode_714-503,1883397,1599440,217529,10586,0.79%,2.12%
N357Barcode_715-503,1393048,1237981,126790,3935,0.65%,1.01%
N357Barcode_716-503,1915895,1731469,154295,3665,0.76%,0.58%
N357Barcode_718-503,1884873,1709864,140341,5758,0.75%,0.72%
N357Barcode_719-503,570425,515656,42865,919,0.63%,1.26%
N357Barcode_720-503,1911519,1738960,143421,3238,0.73%,0.59%
N357Barcode_721-503,195485,176542,12512,438,0.66%,2.35%
N357Barcode_722-503,1900033,1735276,135421,2970,0.76%,0.60%
N357Barcode_723-503,1733600,1582344,127347,1441,0.75%,0.54%
N357Barcode_724-503,2262709,2010119,195128,13152,0.73%,1.12%
N357Barcode_726-503,1917302,1699457,168550,9054,0.82%,1.23%
N357Barcode_727-503,2175566,1975467,140038,11070,0.79%,1.31%
N357Barcode_728-503,1046898,926173,98466,536,0.82%,1.20%
N357Barcode_729-503,1000811,904071,79377,1796,0.78%,0.75%
N357Barcode_701-515,885694,772199,92661,1707,0.81%,1.33%
N357Barcode_702-515,600350,530921,53101,2545,0.90%,1.35%
N357Barcode_703-515,734855,657558,60877,1447,0.86%,1.14%
N357Barcode_704-515,697688,609544,66213,3338,0.93%,1.59%
N357Barcode_705-515,170806,151937,15122,429,0.74%,1.16%
N357Barcode_706-515,780688,690656,75726,856,0.90%,0.76%
N357Barcode_707-515,919137,800401,95728,3283,0.88%,1.18%
N357Barcode_710-515,759406,679012,64961,1471,0.88%,0.89%
N357Barcode_711-515,997965,894037,82843,2373,0.88%,0.96%
N357Barcode_712-515,916906,835539,67017,867,0.80%,0.64%
N357Barcode_714-515,548562,497228,42288,1020,0.84%,0.56%
N357Barcode_715-515,987731,898275,73926,1881,0.83%,0.51%
N357Barcode_716-515,643791,576412,55846,780,0.86%,0.76%
N357Barcode_718-515,522279,459811,49715,1975,0.90%,1.16%
N357Barcode_719-515,1225348,1087070,107603,4642,0.89%,1.15%
N357Barcode_720-515,1118832,994731,101031,3499,0.82%,0.88%
N357Barcode_721-515,1261380,1105176,119200,6175,0.87%,1.44%
N357Barcode_722-515,1083911,968567,98009,1978,0.83%,0.55%
N357Barcode_723-515,1208780,1061796,115870,4795,0.85%,1.26%
N357Barcode_724-515,1282125,1114691,134345,4900,0.88%,1.22%
N357Barcode_726-515,1075380,533316,473637,105,1.05%,5.30%
N357Barcode_727-515,1211607,1084223,104394,2728,0.80%,0.79%
N357Barcode_728-515,1253246,1070531,125554,9871,0.96%,2.69%
N357Barcode_729-515,1376791,1291478,61304,2097,0.70%,0.83%
N357Barcode_701-505,653035,582770,58712,647,0.85%,0.81%
N357Barcode_702-505,370626,324869,35089,1313,0.97%,1.48%
N357Barcode_703-505,734000,653787,66965,1085,0.91%,0.69%
N357Barcode_704-505,680748,609345,58504,1430,0.87%,0.78%
N357Barcode_705-505,821528,732885,69914,2483,0.85%,1.09%
N357Barcode_706-505,883297,763221,81691,7578,1.09%,2.31%
N357Barcode_707-505,840661,745656,75114,3281,0.88%,1.06%
N357Barcode_710-505,830458,748300,66963,1077,0.85%,0.81%
N357Barcode_711-505,731418,658039,58568,1048,0.86%,0.93%
N357Barcode_712-505,876818,793470,69561,1040,0.86%,0.58%
N357Barcode_714-505,737002,655218,65473,2256,0.89%,0.89%
N357Barcode_715-505,864749,772379,78939,1369,0.82%,0.56%
N357Barcode_716-505,1043039,934257,87019,2792,0.84%,0.93%
N357Barcode_718-505,1216895,1090580,101036,2894,0.85%,0.92%
N357Barcode_719-505,1223827,1079111,116659,4492,0.86%,0.98%
N357Barcode_720-505,1302392,1134595,130373,6163,0.88%,1.48%
N357Barcode_721-505,824255,718104,79531,4729,0.93%,1.65%
N357Barcode_722-505,814500,716365,73254,3629,0.89%,1.69%
N357Barcode_723-505,820106,727375,72861,3135,0.86%,1.10%
N357Barcode_724-505,1052852,931440,104212,1648,0.82%,0.64%
N357Barcode_726-505,1078289,963548,97392,1423,0.81%,0.61%
N357Barcode_727-505,1264211,1070844,159540,1388,0.87%,1.64%
N357Barcode_728-505,1059587,949198,90001,2471,0.88%,0.79%
N357Barcode_729-505,865185,820256,32175,927,0.71%,0.64%
N357Barcode_701-516,669236,595566,62674,869,0.87%,0.59%
N357Barcode_702-516,601505,519831,68150,2894,0.91%,0.83%
N357Barcode_703-516,776120,690662,67182,2456,0.89%,1.09%
N357Barcode_704-516,455987,405281,42799,656,0.80%,0.75%
N357Barcode_705-516,772193,695652,65596,654,0.79%,0.53%
N357Barcode_706-516,875876,781001,76185,2317,0.86%,0.92%
N357Barcode_707-516,854425,770456,70090,1196,0.79%,0.67%
N357Barcode_710-516,797416,704602,75765,2134,0.87%,0.97%
N357Barcode_711-516,940514,839738,85136,1321,0.84%,0.67%
N357Barcode_712-516,1048117,939424,91530,1879,0.82%,0.60%
N357Barcode_714-516,804783,719516,72412,1204,0.81%,0.63%
N357Barcode_715-516,933087,816399,77422,6330,0.91%,2.55%
N357Barcode_716-516,840578,734311,85564,3251,0.90%,1.10%
N357Barcode_718-516,762984,675324,72392,1524,0.86%,0.91%
N357Barcode_719-516,1177920,1062678,97975,1300,0.81%,0.52%
N357Barcode_720-516,974082,869295,89898,1322,0.80%,0.55%
N357Barcode_721-516,926795,830842,81533,1201,0.81%,0.59%
N357Barcode_722-516,1054348,941680,88220,3359,0.85%,1.11%
N357Barcode_723-516,1007370,897517,91407,2126,0.80%,0.75%
N357Barcode_724-516,1120209,991852,103855,3492,0.80%,0.97%
N357Barcode_726-516,1123883,1009421,93626,1988,0.79%,0.84%
N357Barcode_727-516,1068394,963804,81507,2690,0.85%,1.02%
N357Barcode_728-516,986918,874459,84035,5277,0.91%,1.33%
N357Barcode_729-516,469536,451640,11207,617,0.63%,0.63%
N357Barcode_701-506,680563,610729,49210,3692,0.95%,1.49%
N357Barcode_702-506,518574,467545,42050,1030,0.88%,0.60%
N357Barcode_703-506,677324,617461,48992,740,0.87%,0.61%
N357Barcode_704-506,626309,553273,58971,1104,0.89%,1.16%
N357Barcode_705-506,966829,871307,77110,2127,0.81%,0.84%
N357Barcode_706-506,901303,797546,80392,3707,0.91%,1.22%
N357Barcode_707-506,994430,887818,87072,2290,0.79%,0.88%
N357Barcode_710-506,887048,781124,82966,3283,0.84%,1.29%
N357Barcode_711-506,1149061,1006909,118350,3320,0.85%,0.90%
N357Barcode_712-506,1125477,992238,106212,4189,0.86%,1.09%
N357Barcode_714-506,1138209,1019911,100096,1641,0.79%,0.64%
N357Barcode_715-506,1109192,995527,94032,1796,0.80%,0.78%
N357Barcode_716-506,1172887,1040706,104191,4567,0.80%,1.14%
N357Barcode_718-506,1183406,1057475,104243,2202,0.83%,0.79%
N357Barcode_719-506,1020825,909113,88983,2715,0.81%,1.11%
N357Barcode_720-506,1305591,1146443,137527,2036,0.78%,0.65%
N357Barcode_721-506,1188726,1073478,97134,1896,0.82%,0.49%
N357Barcode_722-506,1696972,1515556,153724,2230,0.76%,0.70%
N357Barcode_723-506,979911,866914,94538,2777,0.83%,0.70%
N357Barcode_724-506,1552589,1380380,136951,6323,0.79%,0.99%
N357Barcode_726-506,1123001,1012600,87819,3138,0.81%,0.88%
N357Barcode_727-506,1584626,1427680,133636,1817,0.78%,0.54%
N357Barcode_728-506,785396,723973,50498,1284,0.72%,0.48%
N357Barcode_729-506,25,11,9,0,12.00%,8.00%
N357Barcode_701-517,1268694,1145280,103955,1754,0.89%,0.47%
N357Barcode_702-517,1003746,895684,82268,2984,0.91%,1.31%
N357Barcode_703-517,936733,836105,85953,1104,0.91%,0.53%
N357Barcode_704-517,1114492,1003124,94706,1358,0.83%,0.48%
N357Barcode_705-517,1052659,949885,84916,1856,0.82%,0.64%
N357Barcode_706-517,920182,809960,84477,3650,0.96%,1.37%
N357Barcode_707-517,1046606,904441,112095,6314,0.92%,1.24%
N357Barcode_710-517,1041378,942789,79085,1169,0.85%,0.88%
N357Barcode_711-517,1077978,973112,87247,1848,0.88%,0.56%
N357Barcode_712-517,1006995,898013,85544,3262,0.93%,1.00%
N357Barcode_714-517,1150811,1014691,110954,3115,0.88%,0.97%
N357Barcode_715-517,869511,774942,74139,2620,0.90%,1.05%
N357Barcode_716-517,1166429,1027004,110913,4336,0.88%,1.14%
N357Barcode_718-517,922216,826003,79328,1674,0.86%,0.69%
N357Barcode_719-517,1050780,778899,138093,2446,0.88%,11.49%
N357Barcode_720-517,1040302,913278,110325,2192,0.86%,0.51%
N357Barcode_721-517,1201329,1076838,105645,1825,0.81%,0.56%
N357Barcode_722-517,1138841,1020700,97035,2100,0.86%,0.78%
N357Barcode_723-517,1275923,1133289,112623,4964,0.88%,1.01%
N357Barcode_724-517,905945,813474,76669,1582,0.83%,0.64%
N357Barcode_726-517,1330552,1200348,111319,1046,0.82%,0.50%
N357Barcode_727-517,1343369,1199562,123408,1328,0.83%,0.56%
N357Barcode_728-517,809532,699770,89056,3148,0.89%,1.21%
N357Barcode_729-517,1037427,989755,35216,853,0.67%,0.44%
N357Barcode_701-507,1576528,1429625,119169,3702,0.80%,0.68%
N357Barcode_702-507,889837,799820,77812,803,0.80%,0.43%
N357Barcode_703-507,1029439,930797,80654,1837,0.83%,0.70%
N357Barcode_704-507,688003,614765,60976,1376,0.92%,0.63%
N357Barcode_705-507,991141,884841,84309,3058,0.82%,0.98%
N357Barcode_706-507,875008,784096,75316,1342,0.84%,0.76%
N357Barcode_707-507,1453819,1288913,137174,3681,0.82%,0.79%
N357Barcode_710-507,1028670,939092,74518,1160,0.84%,0.50%
N357Barcode_711-507,1690893,1499782,157163,4912,0.79%,0.88%
N357Barcode_712-507,703699,629363,61277,2112,0.64%,0.83%
N357Barcode_714-507,793812,690838,87349,1477,0.85%,0.90%
N357Barcode_715-507,3484,3059,292,4,0.89%,2.81%
N357Barcode_716-507,817888,721878,77117,2890,0.86%,1.02%
N357Barcode_718-507,1091423,975465,98615,1882,0.80%,0.58%
N357Barcode_719-507,1315895,1152839,137616,2733,0.80%,0.89%
N357Barcode_720-507,1218970,1094884,102287,2854,0.76%,0.71%
N357Barcode_721-507,1466291,1320413,117381,3252,0.84%,0.84%
N357Barcode_722-507,1327270,1191648,110754,3470,0.83%,0.73%
N357Barcode_723-507,911,746,73,4,1.54%,8.01%
N357Barcode_724-507,459,341,42,0,2.18%,14.38%
N357Barcode_726-507,1516259,1350624,136166,2492,0.80%,0.88%
N357Barcode_727-507,1392574,1220399,143863,3803,0.82%,0.91%
N357Barcode_728-507,1184783,1063749,100114,2238,0.80%,0.74%
N357Barcode_729-507,621746,595485,18077,665,0.62%,0.54%
N357Barcode_701-518,1204410,1087939,95259,2239,0.86%,0.69%
N357Barcode_702-518,969687,885076,67060,2089,0.83%,0.73%
N357Barcode_703-518,677639,599763,59337,2872,0.93%,1.32%
N357Barcode_704-518,510341,469565,32900,653,0.64%,0.73%
N357Barcode_705-518,793617,713084,63794,2051,0.80%,1.01%
N357Barcode_706-518,764948,679730,69144,2210,0.88%,0.90%
N357Barcode_707-518,1164922,1006188,125090,3500,0.86%,1.68%
N357Barcode_710-518,637459,571895,52046,1863,0.89%,0.88%
N357Barcode_711-518,997310,906446,73856,2011,0.82%,0.64%
